transaction_date,store_id,region,units_sold,product_name
2023-02-01,STORE_013,Northeast,0,Antibiotics
2023-02-02,STORE_013,Northeast,115,Antibiotics
2023-02-02,STORE_017,West,107,Antibiotics
2023-02-02,STORE_026,West,486,Antibiotics
2023-02-02,STORE_027,Midwest,0,Antibiotics
2023-02-02,STORE_048,Southwest,235,Antibiotics
2023-02-03,STORE_025,Southwest,167,Antibiotics
2023-02-03,STORE_042,West,52,Antibiotics
2023-02-04,STORE_037,Northeast,0,Antibiotics
2023-02-04,STORE_004,Southeast,0,Antibiotics
2023-02-04,STORE_030,Southwest,11,Antibiotics
2023-02-04,STORE_033,Southeast,0,Antibiotics
2023-02-05,STORE_046,West,390,Antibiotics
2023-02-05,STORE_001,Northeast,51,Antibiotics
2023-02-06,STORE_018,West,169,Antibiotics
2023-02-06,STORE_026,West,81,Antibiotics
2023-02-06,STORE_027,Midwest,0,Antibiotics
2023-02-06,STORE_046,West,410,Antibiotics
2023-02-06,STORE_047,Northeast,18,Antibiotics
2023-02-07,STORE_001,Northeast,0,Antibiotics
2023-02-07,STORE_014,Northeast,0,Antibiotics
2023-02-08,STORE_004,Southeast,0,Antibiotics
2023-02-08,STORE_038,Southwest,33,Antibiotics
2023-02-09,STORE_029,Southeast,0,Antibiotics
2023-02-09,STORE_003,Midwest,0,Antibiotics
2023-02-10,STORE_046,West,0,Antibiotics
2023-02-10,STORE_006,Southeast,264,Antibiotics
2023-02-11,STORE_018,West,0,Antibiotics
2023-02-11,STORE_020,West,309,Antibiotics
2023-02-11,STORE_031,Midwest,273,Antibiotics
2023-02-11,STORE_046,West,329,Antibiotics
2023-02-12,STORE_005,Southeast,304,Antibiotics
2023-02-12,STORE_011,Southwest,403,Antibiotics
2023-02-12,STORE_017,West,325,Antibiotics
2023-02-12,STORE_034,Southeast,61,Antibiotics
2023-02-12,STORE_042,West,448,Antibiotics
2023-02-13,STORE_011,Southwest,316,Antibiotics
2023-02-13,STORE_037,Northeast,0,Antibiotics
2023-02-13,STORE_050,West,356,Antibiotics
2023-02-14,STORE_030,Southwest,20,Antibiotics
2023-02-14,STORE_020,West,153,Antibiotics
2023-02-14,STORE_028,Northeast,13,Antibiotics
2023-02-15,STORE_007,Northeast,299,Antibiotics
2023-02-15,STORE_015,Southeast,235,Antibiotics
2023-02-15,STORE_033,Southeast,0,Antibiotics
2023-02-15,STORE_037,Northeast,203,Antibiotics
2023-02-16,STORE_020,West,531,Antibiotics
2023-02-16,STORE_036,Northeast,80,Antibiotics
2023-02-16,STORE_047,Northeast,0,Antibiotics
2023-02-17,STORE_038,Southwest,98,Antibiotics
2023-02-17,STORE_047,Northeast,0,Antibiotics
2023-02-18,STORE_029,Southeast,128,Antibiotics
2023-02-20,STORE_012,Northeast,70,Antibiotics
2023-02-20,STORE_004,Southeast,91,Antibiotics
2023-02-22,STORE_005,Southeast,179,Antibiotics
2023-02-22,STORE_028,Northeast,245,Antibiotics
2023-02-22,STORE_047,Northeast,0,Antibiotics
2023-02-23,STORE_001,Northeast,16,Antibiotics
2023-02-23,STORE_019,Northeast,0,Antibiotics
2023-02-23,STORE_030,Southwest,183,Antibiotics
2023-02-23,STORE_042,West,0,Antibiotics
2023-02-23,STORE_050,West,0,Antibiotics
2023-02-24,STORE_014,Northeast,252,Antibiotics
2023-02-24,STORE_032,Midwest,464,Antibiotics
2023-02-25,STORE_045,Southwest,169,Antibiotics
2023-02-25,STORE_041,Midwest,73,Antibiotics
2023-02-25,STORE_005,Southeast,342,Antibiotics
2023-02-25,STORE_033,Southeast,0,Antibiotics
2023-02-26,STORE_012,Northeast,0,Antibiotics
2023-02-26,STORE_029,Southeast,161,Antibiotics
2023-02-26,STORE_032,Midwest,129,Antibiotics
2023-02-27,STORE_009,Northeast,53,Antibiotics
2023-02-27,STORE_013,Northeast,402,Antibiotics
2023-02-27,STORE_048,Southwest,164,Antibiotics
2023-02-28,STORE_044,Northeast,412,Antibiotics
2023-03-02,STORE_035,Midwest,313,Antibiotics
2023-03-03,STORE_039,Northeast,68,Antibiotics
2023-03-03,STORE_018,West,224,Antibiotics
2023-03-04,STORE_031,Midwest,0,Antibiotics
2023-03-04,STORE_011,Southwest,481,Antibiotics
2023-03-05,STORE_002,Northeast,216,Antibiotics
2023-03-05,STORE_037,Northeast,0,Antibiotics
2023-03-06,STORE_047,Northeast,388,Antibiotics
2023-03-07,STORE_003,Midwest,471,Antibiotics
2023-03-07,STORE_013,Northeast,0,Antibiotics
2023-03-07,STORE_031,Midwest,0,Antibiotics
2023-03-08,STORE_005,Southeast,0,Antibiotics
2023-03-08,STORE_012,Northeast,0,Antibiotics
2023-03-08,STORE_035,Midwest,188,Antibiotics
2023-03-09,STORE_039,Northeast,269,Antibiotics
2023-03-09,STORE_044,Northeast,188,Antibiotics
2023-03-09,STORE_015,Southeast,146,Antibiotics
2023-03-10,STORE_023,Southwest,68,Antibiotics
2023-03-10,STORE_025,Southwest,0,Antibiotics
2023-03-10,STORE_038,Southwest,113,Antibiotics
2023-03-11,STORE_003,Midwest,141,Antibiotics
2023-03-11,STORE_006,Southeast,157,Antibiotics
2023-03-11,STORE_011,Southwest,0,Antibiotics
2023-03-11,STORE_044,Northeast,124,Antibiotics
2023-03-13,STORE_012,Northeast,52,Antibiotics
2023-03-13,STORE_045,Southwest,0,Antibiotics
2023-03-14,STORE_040,Midwest,144,Antibiotics
2023-03-14,STORE_044,Northeast,0,Antibiotics
2023-03-15,STORE_012,Northeast,0,Antibiotics
2023-03-15,STORE_006,Southeast,0,Antibiotics
2023-03-16,STORE_023,Southwest,143,Antibiotics
2023-03-17,STORE_012,Northeast,444,Antibiotics
2023-03-17,STORE_036,Northeast,0,Antibiotics
2023-03-18,STORE_011,Southwest,198,Antibiotics
2023-03-18,STORE_018,West,65,Antibiotics
2023-03-18,STORE_021,Southeast,90,Antibiotics
2023-03-19,STORE_015,Southeast,0,Antibiotics
2023-03-20,STORE_040,Midwest,93,Antibiotics
2023-03-20,STORE_024,Southeast,0,Antibiotics
2023-03-20,STORE_038,Southwest,0,Antibiotics
2023-03-20,STORE_007,Northeast,185,Antibiotics
2023-03-20,STORE_008,West,233,Antibiotics
2023-03-21,STORE_016,Southeast,0,Antibiotics
2023-03-21,STORE_027,Midwest,0,Antibiotics
2023-03-21,STORE_030,Southwest,0,Antibiotics
2023-03-22,STORE_002,Northeast,116,Antibiotics
2023-03-22,STORE_007,Northeast,355,Antibiotics
2023-03-22,STORE_022,West,407,Antibiotics
2023-03-22,STORE_030,Southwest,196,Antibiotics
2023-03-24,STORE_003,Midwest,85,Antibiotics
2023-03-24,STORE_037,Northeast,490,Antibiotics
2023-03-25,STORE_025,Southwest,0,Antibiotics
2023-03-25,STORE_030,Southwest,449,Antibiotics
2023-03-26,STORE_022,West,639,Antibiotics
2023-03-27,STORE_045,Southwest,300,Antibiotics
2023-03-27,STORE_043,Midwest,387,Antibiotics
2023-03-27,STORE_038,Southwest,0,Antibiotics
2023-03-27,STORE_021,Southeast,138,Antibiotics
2023-03-28,STORE_020,West,126,Antibiotics
2023-03-28,STORE_025,Southwest,38,Antibiotics
2023-03-29,STORE_021,Southeast,101,Antibiotics
2023-03-29,STORE_037,Northeast,325,Antibiotics
2023-03-31,STORE_009,Northeast,0,Antibiotics
2023-03-31,STORE_018,West,322,Antibiotics
2023-04-01,STORE_014,Northeast,57,Antibiotics
2023-04-01,STORE_037,Northeast,273,Antibiotics
2023-04-01,STORE_048,Southwest,470,Antibiotics
2023-04-02,STORE_046,West,128,Antibiotics
2023-04-03,STORE_036,Northeast,0,Antibiotics
2023-04-04,STORE_036,Northeast,103,Antibiotics
2023-04-04,STORE_037,Northeast,244,Antibiotics
2023-04-04,STORE_043,Midwest,444,Antibiotics
2023-04-05,STORE_005,Southeast,279,Antibiotics
2023-04-05,STORE_025,Southwest,543,Antibiotics
2023-04-05,STORE_032,Midwest,426,Antibiotics
2023-04-05,STORE_038,Southwest,0,Antibiotics
2023-04-05,STORE_047,Northeast,199,Antibiotics
2023-04-06,STORE_014,Northeast,241,Antibiotics
2023-04-06,STORE_034,Southeast,374,Antibiotics
2023-04-06,STORE_035,Midwest,0,Antibiotics
2023-04-07,STORE_042,West,0,Antibiotics
2023-04-07,STORE_010,West,30,Antibiotics
2023-04-07,STORE_003,Midwest,342,Antibiotics
2023-04-07,STORE_009,Northeast,0,Antibiotics
2023-04-09,STORE_011,Southwest,238,Antibiotics
2023-04-10,STORE_018,West,0,Antibiotics
2023-04-12,STORE_026,West,106,Antibiotics
2023-04-12,STORE_042,West,416,Antibiotics
2023-04-12,STORE_047,Northeast,92,Antibiotics
2023-04-13,STORE_007,Northeast,0,Antibiotics
2023-04-13,STORE_030,Southwest,303,Antibiotics
2023-04-13,STORE_032,Midwest,94,Antibiotics
2023-04-14,STORE_022,West,0,Antibiotics
2023-04-14,STORE_007,Northeast,381,Antibiotics
2023-04-14,STORE_013,Northeast,0,Antibiotics
2023-04-15,STORE_025,Southwest,475,Antibiotics
2023-04-16,STORE_006,Southeast,0,Antibiotics
2023-04-16,STORE_035,Midwest,305,Antibiotics
2023-04-18,STORE_020,West,58,Antibiotics
2023-04-18,STORE_030,Southwest,0,Antibiotics
2023-04-18,STORE_039,Northeast,235,Antibiotics
2023-04-19,STORE_039,Northeast,147,Antibiotics
2023-04-19,STORE_042,West,319,Antibiotics
2023-04-20,STORE_032,Midwest,0,Antibiotics
2023-04-20,STORE_021,Southeast,0,Antibiotics
2023-04-21,STORE_035,Midwest,177,Antibiotics
2023-04-21,STORE_025,Southwest,307,Antibiotics
2023-04-21,STORE_021,Southeast,45,Antibiotics
2023-04-21,STORE_014,Northeast,252,Antibiotics
2023-04-22,STORE_021,Southeast,177,Antibiotics
2023-04-22,STORE_026,West,47,Antibiotics
2023-04-23,STORE_016,Southeast,64,Antibiotics
2023-04-23,STORE_019,Northeast,219,Antibiotics
2023-04-23,STORE_022,West,286,Antibiotics
2023-04-23,STORE_023,Southwest,29,Antibiotics
2023-04-24,STORE_005,Southeast,209,Antibiotics
2023-04-24,STORE_019,Northeast,66,Antibiotics
2023-04-24,STORE_045,Southwest,289,Antibiotics
2023-04-25,STORE_002,Northeast,197,Antibiotics
2023-04-25,STORE_031,Midwest,191,Antibiotics
2023-04-26,STORE_037,Northeast,892,Antibiotics
2023-04-26,STORE_008,West,0,Antibiotics
2023-04-26,STORE_027,Midwest,64,Antibiotics
2023-04-27,STORE_023,Southwest,167,Antibiotics
2023-04-27,STORE_026,West,152,Antibiotics
2023-04-27,STORE_029,Southeast,136,Antibiotics
2023-04-28,STORE_005,Southeast,136,Antibiotics
2023-04-29,STORE_011,Southwest,0,Antibiotics
2023-05-01,STORE_013,Northeast,150,Antibiotics
2023-05-01,STORE_046,West,126,Antibiotics
2023-05-02,STORE_046,West,215,Antibiotics
2023-05-03,STORE_011,Southwest,0,Antibiotics
2023-05-03,STORE_036,Northeast,358,Antibiotics
2023-05-05,STORE_026,West,0,Antibiotics
2023-05-05,STORE_021,Southeast,101,Antibiotics
2023-05-06,STORE_016,Southeast,392,Antibiotics
2023-05-06,STORE_017,West,394,Antibiotics
2023-05-06,STORE_028,Northeast,0,Antibiotics
2023-05-07,STORE_019,Northeast,61,Antibiotics
2023-05-07,STORE_029,Southeast,26,Antibiotics
2023-05-07,STORE_038,Southwest,287,Antibiotics
2023-05-07,STORE_041,Midwest,245,Antibiotics
2023-05-08,STORE_022,West,370,Antibiotics
2023-05-08,STORE_050,West,355,Antibiotics
2023-05-09,STORE_011,Southwest,212,Antibiotics
2023-05-09,STORE_042,West,134,Antibiotics
2023-05-10,STORE_018,West,86,Antibiotics
2023-05-11,STORE_009,Northeast,170,Antibiotics
2023-05-11,STORE_047,Northeast,291,Antibiotics
2023-05-12,STORE_010,West,461,Antibiotics
2023-05-12,STORE_012,Northeast,156,Antibiotics
2023-05-12,STORE_035,Midwest,10,Antibiotics
2023-05-12,STORE_042,West,0,Antibiotics
2023-05-12,STORE_047,Northeast,20,Antibiotics
2023-05-13,STORE_031,Midwest,0,Antibiotics
2023-05-14,STORE_011,Southwest,0,Antibiotics
2023-05-14,STORE_029,Southeast,92,Antibiotics
2023-05-14,STORE_044,Northeast,0,Antibiotics
2023-05-15,STORE_009,Northeast,0,Antibiotics
2023-05-16,STORE_047,Northeast,89,Antibiotics
2023-05-16,STORE_015,Southeast,9,Antibiotics
2023-05-17,STORE_007,Northeast,382,Antibiotics
2023-05-17,STORE_026,West,0,Antibiotics
2023-05-18,STORE_005,Southeast,0,Antibiotics
2023-05-18,STORE_009,Northeast,83,Antibiotics
2023-05-19,STORE_033,Southeast,343,Antibiotics
2023-05-19,STORE_047,Northeast,0,Antibiotics
2023-05-20,STORE_004,Southeast,273,Antibiotics
2023-05-20,STORE_028,Northeast,360,Antibiotics
2023-05-20,STORE_030,Southwest,98,Antibiotics
2023-05-21,STORE_032,Midwest,118,Antibiotics
2023-05-21,STORE_017,West,321,Antibiotics
2023-05-21,STORE_029,Southeast,420,Antibiotics
2023-05-21,STORE_001,Northeast,0,Antibiotics
2023-05-21,STORE_013,Northeast,363,Antibiotics
2023-05-22,STORE_020,West,185,Antibiotics
2023-05-23,STORE_039,Northeast,107,Antibiotics
2023-05-23,STORE_046,West,0,Antibiotics
2023-05-24,STORE_030,Southwest,0,Antibiotics
2023-05-24,STORE_050,West,208,Antibiotics
2023-05-25,STORE_017,West,0,Antibiotics
2023-05-25,STORE_019,Northeast,41,Antibiotics
2023-05-26,STORE_042,West,329,Antibiotics
2023-05-26,STORE_009,Northeast,179,Antibiotics
2023-05-26,STORE_027,Midwest,447,Antibiotics
2023-05-26,STORE_031,Midwest,352,Antibiotics
2023-05-26,STORE_050,West,0,Antibiotics
2023-05-27,STORE_045,Southwest,92,Antibiotics
2023-05-27,STORE_003,Midwest,112,Antibiotics
2023-05-28,STORE_020,West,289,Antibiotics
2023-05-28,STORE_028,Northeast,123,Antibiotics
2023-05-28,STORE_047,Northeast,141,Antibiotics
2023-05-29,STORE_021,Southeast,0,Antibiotics
2023-05-30,STORE_011,Southwest,223,Antibiotics
2023-05-30,STORE_012,Northeast,214,Antibiotics
2023-05-31,STORE_005,Southeast,151,Antibiotics
2023-05-31,STORE_009,Northeast,78,Antibiotics
2023-05-31,STORE_017,West,44,Antibiotics
2023-05-31,STORE_030,Southwest,0,Antibiotics
2023-05-31,STORE_044,Northeast,0,Antibiotics
2023-06-01,STORE_028,Northeast,709,Antibiotics
2023-06-01,STORE_040,Midwest,114,Antibiotics
2023-06-01,STORE_003,Midwest,179,Antibiotics
2023-06-02,STORE_010,West,259,Antibiotics
2023-06-02,STORE_019,Northeast,228,Antibiotics
2023-06-04,STORE_020,West,0,Antibiotics
2023-06-04,STORE_032,Midwest,0,Antibiotics
2023-06-04,STORE_043,Midwest,198,Antibiotics
2023-06-04,STORE_044,Northeast,137,Antibiotics
2023-06-04,STORE_049,Northeast,263,Antibiotics
2023-06-05,STORE_005,Southeast,0,Antibiotics
2023-06-05,STORE_024,Southeast,279,Antibiotics
2023-06-06,STORE_042,West,211,Antibiotics
2023-06-06,STORE_038,Southwest,426,Antibiotics
2023-06-06,STORE_043,Midwest,11,Antibiotics
2023-06-06,STORE_029,Southeast,209,Antibiotics
2023-06-06,STORE_003,Midwest,246,Antibiotics
2023-06-06,STORE_008,West,108,Antibiotics
2023-06-06,STORE_027,Midwest,209,Antibiotics
2023-06-06,STORE_007,Northeast,0,Antibiotics
2023-06-07,STORE_006,Southeast,0,Antibiotics
2023-06-07,STORE_050,West,69,Antibiotics
2023-06-08,STORE_002,Northeast,214,Antibiotics
2023-06-08,STORE_019,Northeast,0,Antibiotics
2023-06-09,STORE_007,Northeast,39,Antibiotics
2023-06-10,STORE_014,Northeast,0,Antibiotics
2023-06-10,STORE_040,Midwest,0,Antibiotics
2023-06-10,STORE_047,Northeast,0,Antibiotics
2023-06-11,STORE_040,Midwest,379,Antibiotics
2023-06-11,STORE_031,Midwest,110,Antibiotics
2023-06-12,STORE_001,Northeast,133,Antibiotics
2023-06-12,STORE_019,Northeast,319,Antibiotics
2023-06-12,STORE_020,West,489,Antibiotics
2023-06-12,STORE_042,West,0,Antibiotics
2023-06-12,STORE_049,Northeast,494,Antibiotics
2023-06-13,STORE_009,Northeast,334,Antibiotics
2023-06-13,STORE_011,Southwest,189,Antibiotics
2023-06-13,STORE_035,Midwest,425,Antibiotics
2023-06-13,STORE_045,Southwest,253,Antibiotics
2023-06-14,STORE_043,Midwest,324,Antibiotics
2023-06-14,STORE_041,Midwest,367,Antibiotics
2023-06-14,STORE_001,Northeast,30,Antibiotics
2023-06-15,STORE_032,Midwest,269,Antibiotics
2023-06-15,STORE_040,Midwest,329,Antibiotics
2023-06-15,STORE_048,Southwest,188,Antibiotics
2023-06-16,STORE_023,Southwest,339,Antibiotics
2023-06-17,STORE_023,Southwest,207,Antibiotics
2023-06-17,STORE_031,Midwest,0,Antibiotics
2023-06-17,STORE_032,Midwest,217,Antibiotics
2023-06-20,STORE_014,Northeast,138,Antibiotics
2023-06-20,STORE_006,Southeast,213,Antibiotics
2023-06-20,STORE_049,Northeast,0,Antibiotics
2023-06-21,STORE_028,Northeast,315,Antibiotics
2023-06-21,STORE_019,Northeast,186,Antibiotics
2023-06-22,STORE_010,West,474,Antibiotics
2023-06-22,STORE_018,West,395,Antibiotics
2023-06-22,STORE_027,Midwest,367,Antibiotics
2023-06-22,STORE_031,Midwest,291,Antibiotics
2023-06-23,STORE_019,Northeast,0,Antibiotics
2023-06-24,STORE_009,Northeast,329,Antibiotics
2023-06-24,STORE_034,Southeast,157,Antibiotics
2023-06-26,STORE_003,Midwest,303,Antibiotics
2023-06-26,STORE_002,Northeast,0,Antibiotics
2023-06-26,STORE_039,Northeast,275,Antibiotics
2023-06-27,STORE_027,Midwest,239,Antibiotics
2023-06-27,STORE_017,West,23,Antibiotics
2023-06-27,STORE_014,Northeast,0,Antibiotics
2023-06-27,STORE_010,West,452,Antibiotics
2023-06-28,STORE_008,West,303,Antibiotics
2023-06-28,STORE_030,Southwest,0,Antibiotics
2023-06-28,STORE_037,Northeast,478,Antibiotics
2023-06-29,STORE_018,West,489,Antibiotics
2023-06-29,STORE_033,Southeast,172,Antibiotics
2023-06-30,STORE_024,Southeast,203,Antibiotics
2023-06-30,STORE_036,Northeast,184,Antibiotics
2023-07-01,STORE_039,Northeast,36,Antibiotics
2023-07-01,STORE_036,Northeast,0,Antibiotics
2023-07-01,STORE_033,Southeast,139,Antibiotics
2023-07-01,STORE_024,Southeast,0,Antibiotics
2023-07-01,STORE_016,Southeast,152,Antibiotics
2023-07-01,STORE_013,Northeast,175,Antibiotics
2023-07-01,STORE_010,West,212,Antibiotics
2023-07-02,STORE_015,Southeast,0,Antibiotics
2023-07-02,STORE_046,West,160,Antibiotics
2023-07-03,STORE_001,Northeast,74,Antibiotics
2023-07-03,STORE_005,Southeast,0,Antibiotics
2023-07-04,STORE_015,Southeast,0,Antibiotics
2023-07-04,STORE_027,Midwest,357,Antibiotics
2023-07-04,STORE_029,Southeast,0,Antibiotics
2023-07-04,STORE_041,Midwest,315,Antibiotics
2023-07-04,STORE_044,Northeast,0,Antibiotics
2023-07-05,STORE_021,Southeast,0,Antibiotics
2023-07-05,STORE_013,Northeast,0,Antibiotics
2023-07-06,STORE_026,West,0,Antibiotics
2023-07-07,STORE_017,West,0,Antibiotics
2023-07-07,STORE_020,West,82,Antibiotics
2023-07-07,STORE_025,Southwest,209,Antibiotics
2023-07-07,STORE_042,West,135,Antibiotics
2023-07-08,STORE_026,West,42,Antibiotics
2023-07-08,STORE_032,Midwest,409,Antibiotics
2023-07-08,STORE_043,Midwest,377,Antibiotics
2023-07-08,STORE_044,Northeast,437,Antibiotics
2023-07-10,STORE_036,Northeast,0,Antibiotics
2023-07-10,STORE_041,Midwest,90,Antibiotics
2023-07-10,STORE_008,West,179,Antibiotics
2023-07-10,STORE_002,Northeast,422,Antibiotics
2023-07-10,STORE_011,Southwest,338,Antibiotics
2023-07-11,STORE_049,Northeast,0,Antibiotics
2023-07-13,STORE_024,Southeast,412,Antibiotics
2023-07-13,STORE_043,Midwest,145,Antibiotics
2023-07-14,STORE_008,West,137,Antibiotics
2023-07-14,STORE_016,Southeast,451,Antibiotics
2023-07-15,STORE_012,Northeast,82,Antibiotics
2023-07-16,STORE_043,Midwest,25,Antibiotics
2023-07-16,STORE_041,Midwest,135,Antibiotics
2023-07-17,STORE_049,Northeast,473,Antibiotics
2023-07-17,STORE_050,West,210,Antibiotics
2023-07-17,STORE_002,Northeast,0,Antibiotics
2023-07-18,STORE_046,West,270,Antibiotics
2023-07-18,STORE_020,West,141,Antibiotics
2023-07-19,STORE_020,West,0,Antibiotics
2023-07-19,STORE_025,Southwest,10,Antibiotics
2023-07-19,STORE_032,Midwest,176,Antibiotics
2023-07-20,STORE_015,Southeast,260,Antibiotics
2023-07-20,STORE_021,Southeast,470,Antibiotics
2023-07-20,STORE_039,Northeast,0,Antibiotics
2023-07-22,STORE_024,Southeast,0,Antibiotics
2023-07-23,STORE_011,Southwest,16,Antibiotics
2023-07-23,STORE_039,Northeast,103,Antibiotics
2023-07-24,STORE_050,West,198,Antibiotics
2023-07-24,STORE_039,Northeast,0,Antibiotics
2023-07-24,STORE_020,West,184,Antibiotics
2023-07-24,STORE_034,Southeast,420,Antibiotics
2023-07-25,STORE_003,Midwest,240,Antibiotics
2023-07-26,STORE_002,Northeast,12,Antibiotics
2023-07-26,STORE_008,West,343,Antibiotics
2023-07-26,STORE_009,Northeast,37,Antibiotics
2023-07-26,STORE_019,Northeast,0,Antibiotics
2023-07-26,STORE_029,Southeast,167,Antibiotics
2023-07-26,STORE_034,Southeast,204,Antibiotics
2023-07-26,STORE_039,Northeast,415,Antibiotics
2023-07-27,STORE_047,Northeast,285,Antibiotics
2023-07-28,STORE_048,Southwest,306,Antibiotics
2023-07-28,STORE_031,Midwest,0,Antibiotics
2023-07-28,STORE_035,Midwest,0,Antibiotics
2023-07-28,STORE_008,West,207,Antibiotics
2023-07-28,STORE_009,Northeast,78,Antibiotics
2023-07-29,STORE_003,Midwest,247,Antibiotics
2023-07-29,STORE_027,Midwest,492,Antibiotics
2023-07-29,STORE_035,Midwest,0,Antibiotics
2023-07-30,STORE_008,West,74,Antibiotics
2023-07-30,STORE_010,West,228,Antibiotics
2023-07-30,STORE_034,Southeast,280,Antibiotics
2023-07-30,STORE_045,Southwest,0,Antibiotics
2023-07-30,STORE_046,West,20,Antibiotics
2023-07-31,STORE_015,Southeast,0,Antibiotics
2023-07-31,STORE_010,West,243,Antibiotics
2023-08-01,STORE_036,Northeast,0,Antibiotics
2023-08-01,STORE_033,Southeast,0,Antibiotics
2023-08-02,STORE_029,Southeast,220,Antibiotics
2023-08-02,STORE_040,Midwest,103,Antibiotics
2023-08-02,STORE_046,West,479,Antibiotics
2023-08-03,STORE_007,Northeast,185,Antibiotics
2023-08-03,STORE_019,Northeast,415,Antibiotics
2023-08-03,STORE_044,Northeast,0,Antibiotics
2023-08-04,STORE_034,Southeast,116,Antibiotics
2023-08-04,STORE_046,West,305,Antibiotics
2023-08-06,STORE_039,Northeast,286,Antibiotics
2023-08-07,STORE_010,West,203,Antibiotics
2023-08-08,STORE_011,Southwest,479,Antibiotics
2023-08-10,STORE_039,Northeast,14,Antibiotics
2023-08-10,STORE_011,Southwest,0,Antibiotics
2023-08-10,STORE_009,Northeast,370,Antibiotics
2023-08-11,STORE_042,West,77,Antibiotics
2023-08-11,STORE_050,West,266,Antibiotics
2023-08-12,STORE_011,Southwest,0,Antibiotics
