transaction_date,product_name,store_id,region,units_sold,value
2023-01-02,Cod,STORE_045,Southwest,324,historical
2023-01-02,Cold Brew Coffee,STORE_007,Northeast,274,historical
2023-01-02,Cold Brew Coffee,STORE_009,Northeast,266,historical
2023-01-02,Cold Brew Coffee,STORE_015,Southeast,442,historical
2023-01-02,Cottage Cheese,STORE_045,Southwest,292,historical
2023-01-02,Crab,STORE_008,West,80,historical
2023-01-02,Crab,STORE_044,Northeast,284,historical
2023-01-02,Cream,STORE_006,Southeast,17,historical
2023-01-02,Cream,STORE_037,Northeast,187,historical
2023-01-02,Croissants,STORE_003,Midwest,53,historical
2023-01-02,Croissants,STORE_013,Northeast,381,historical
2023-01-02,Croissants,STORE_040,Midwest,152,historical
2023-01-02,Dips,STORE_040,Midwest,17,historical
2023-01-02,Eye Drops,STORE_036,Northeast,0,historical
2023-01-02,Fresh Juice,STORE_012,Northeast,179,historical
2023-01-02,Fresh Juice,STORE_017,West,20,historical
2023-01-02,Fresh Juice,STORE_021,Southeast,90,historical
2023-01-02,Fresh Juice,STORE_041,Midwest,91,historical
2023-01-02,Fresh Pasta,STORE_003,Midwest,94,historical
2023-01-02,Fresh Pasta,STORE_045,Southwest,142,historical
2023-01-02,Frozen Desserts,STORE_040,Midwest,0,historical
2023-01-02,Frozen Dinners,STORE_007,Northeast,0,historical
2023-01-02,Frozen Dinners,STORE_023,Southwest,0,historical
2023-01-02,Frozen Dinners,STORE_034,Southeast,309,historical
2023-01-02,Frozen Dinners,STORE_037,Northeast,101,historical
2023-01-02,Frozen Dinners,STORE_047,Northeast,82,historical
2023-01-02,Frozen Vegetables,STORE_049,Northeast,194,historical
2023-01-02,Grapes,STORE_012,Northeast,228,historical
2023-01-02,Ground Beef,STORE_005,Southeast,237,historical
2023-01-02,Ham,STORE_008,West,25,historical
2023-01-02,Ham,STORE_018,West,184,historical
2023-01-02,Ham,STORE_030,Southwest,99,historical
2023-01-02,Ham,STORE_037,Northeast,163,historical
2023-01-02,Ice Cream,STORE_005,Southeast,0,historical
2023-01-02,Ice Cream,STORE_020,West,0,historical
2023-01-02,Ice Cream,STORE_037,Northeast,0,historical
2023-01-02,Insulin,STORE_007,Northeast,425,historical
2023-01-02,Insulin,STORE_034,Southeast,82,historical
2023-01-02,Insulin,STORE_036,Northeast,143,historical
2023-01-02,Kombucha,STORE_001,Northeast,83,historical
2023-01-02,Kombucha,STORE_018,West,13,historical
2023-01-02,Kombucha,STORE_019,Northeast,14,historical
2023-01-02,Lamb,STORE_026,West,479,historical
2023-01-02,Lamb,STORE_035,Midwest,367,historical
2023-01-02,Lobster,STORE_010,West,274,historical
2023-01-02,Lobster,STORE_035,Midwest,77,historical
2023-01-02,Milk Alternatives,STORE_031,Midwest,345,historical
2023-01-02,Milk Alternatives,STORE_044,Northeast,147,historical
2023-01-02,Muffins,STORE_002,Northeast,24,historical
2023-01-02,Muffins,STORE_043,Midwest,48,historical
2023-01-02,Muffins,STORE_045,Southwest,157,historical
2023-01-02,Pastries,STORE_001,Northeast,183,historical
2023-01-02,Pastries,STORE_014,Northeast,468,historical
2023-01-02,Pizza,STORE_039,Northeast,0,historical
2023-01-02,Pork,STORE_023,Southwest,20,historical
2023-01-02,Pork,STORE_025,Southwest,216,historical
2023-01-02,Pork,STORE_035,Midwest,113,historical
2023-01-02,Prepared Salads,STORE_006,Southeast,60,historical
2023-01-02,Prepared Salads,STORE_017,West,367,historical
2023-01-02,Prepared Salads,STORE_044,Northeast,158,historical
2023-01-02,Prepared Salads,STORE_050,West,259,historical
2023-01-02,Probiotics,STORE_002,Northeast,0,historical
2023-01-02,Probiotics,STORE_009,Northeast,0,historical
2023-01-02,Probiotics,STORE_013,Northeast,0,historical
2023-01-02,Probiotics,STORE_041,Midwest,305,historical
2023-01-02,Salami,STORE_001,Northeast,12,historical
2023-01-02,Salami,STORE_015,Southeast,59,historical
2023-01-02,Salami,STORE_018,West,337,historical
2023-01-02,Salami,STORE_028,Northeast,289,historical
2023-01-02,Salami,STORE_036,Northeast,156,historical
2023-01-02,Salami,STORE_047,Northeast,143,historical
2023-01-02,Sandwiches,STORE_031,Midwest,14,historical
2023-01-02,Sandwiches,STORE_039,Northeast,3,historical
2023-01-02,Sausages,STORE_039,Northeast,61,historical
2023-01-02,Shrimp,STORE_001,Northeast,195,historical
2023-01-02,Shrimp,STORE_003,Midwest,233,historical
2023-01-02,Shrimp,STORE_023,Southwest,36,historical
2023-01-02,Shrimp,STORE_041,Midwest,165,historical
2023-01-02,Smoothies,STORE_015,Southeast,238,historical
2023-01-02,Smoothies,STORE_017,West,193,historical
2023-01-02,Smoothies,STORE_039,Northeast,294,historical
2023-01-02,Smoothies,STORE_042,West,199,historical
2023-01-02,Soups,STORE_024,Southeast,343,historical
2023-01-02,Sour Cream,STORE_022,West,60,historical
2023-01-02,Sour Cream,STORE_027,Midwest,387,historical
2023-01-02,Sushi,STORE_035,Midwest,84,historical
2023-01-02,Tomatoes,STORE_007,Northeast,224,historical
2023-01-02,Tomatoes,STORE_013,Northeast,236,historical
2023-01-02,Tomatoes,STORE_028,Northeast,0,historical
2023-01-02,Tuna,STORE_001,Northeast,73,historical
2023-01-02,Tuna,STORE_016,Southeast,162,historical
2023-01-02,Tuna,STORE_030,Southwest,401,historical
2023-01-02,Turkey,STORE_006,Southeast,233,historical
2023-01-02,Turkey Slices,STORE_019,Northeast,80,historical
2023-01-02,Vaccines,STORE_044,Northeast,313,historical
2023-01-03,Antibiotics,STORE_010,West,84,historical
2023-01-03,Antibiotics,STORE_029,Southeast,221,historical
2023-01-03,Apples,STORE_032,Midwest,58,historical
2023-01-03,Avocados,STORE_047,Northeast,178,historical
2023-01-03,Avocados,STORE_048,Southwest,82,historical
2023-01-03,Bagels,STORE_021,Southeast,290,historical
2023-01-03,Bagels,STORE_022,West,59,historical
2023-01-03,Bagels,STORE_023,Southwest,149,historical
2023-01-03,Bagels,STORE_029,Southeast,154,historical
2023-01-03,Bananas,STORE_010,West,180,historical
2023-01-03,Bananas,STORE_022,West,58,historical
2023-01-03,Bananas,STORE_026,West,149,historical
2023-01-03,Beef,STORE_013,Northeast,304,historical
2023-01-03,Biologics,STORE_011,Southwest,0,historical
2023-01-03,Biologics,STORE_018,West,0,historical
2023-01-03,Bread,STORE_020,West,39,historical
2023-01-03,Bread,STORE_035,Midwest,179,historical
2023-01-03,Butter,STORE_022,West,71,historical
2023-01-03,Butter,STORE_035,Midwest,280,historical
2023-01-03,Cakes,STORE_001,Northeast,178,historical
2023-01-03,Cakes,STORE_005,Southeast,344,historical
2023-01-03,Cakes,STORE_016,Southeast,235,historical
2023-01-03,Cakes,STORE_025,Southwest,394,historical
2023-01-03,Cheese,STORE_021,Southeast,185,historical
2023-01-03,Cheese,STORE_032,Midwest,363,historical
2023-01-03,Cheese,STORE_036,Northeast,134,historical
2023-01-03,Chicken,STORE_043,Midwest,163,historical
2023-01-03,Cold Brew Coffee,STORE_004,Southeast,29,historical
2023-01-03,Cold Brew Coffee,STORE_028,Northeast,206,historical
2023-01-03,Cold Brew Coffee,STORE_038,Southwest,179,historical
2023-01-03,Cold Brew Coffee,STORE_039,Northeast,28,historical
2023-01-03,Cold Brew Coffee,STORE_045,Southwest,263,historical
2023-01-03,Cottage Cheese,STORE_012,Northeast,91,historical
2023-01-03,Cottage Cheese,STORE_029,Southeast,13,historical
2023-01-03,Cottage Cheese,STORE_034,Southeast,346,historical
2023-01-03,Crab,STORE_017,West,87,historical
2023-01-03,Crab,STORE_023,Southwest,363,historical
2023-01-03,Crab,STORE_025,Southwest,129,historical
2023-01-03,Cream,STORE_009,Northeast,187,historical
2023-01-03,Cream,STORE_019,Northeast,222,historical
2023-01-03,Cream,STORE_028,Northeast,61,historical
2023-01-03,Cream,STORE_036,Northeast,148,historical
2023-01-03,Croissants,STORE_022,West,375,historical
2023-01-03,Dips,STORE_022,West,139,historical
2023-01-03,Dips,STORE_027,Midwest,455,historical
2023-01-03,Dips,STORE_032,Midwest,233,historical
2023-01-03,Donuts,STORE_006,Southeast,157,historical
2023-01-03,Donuts,STORE_010,West,228,historical
2023-01-03,Donuts,STORE_046,West,242,historical
2023-01-03,Donuts,STORE_049,Northeast,352,historical
2023-01-03,Eye Drops,STORE_034,Southeast,489,historical
2023-01-03,Eye Drops,STORE_043,Midwest,352,historical
2023-01-03,Eye Drops,STORE_049,Northeast,0,historical
2023-01-03,Fresh Juice,STORE_044,Northeast,169,historical
2023-01-03,Fresh Pasta,STORE_043,Midwest,374,historical
2023-01-03,Frozen Desserts,STORE_012,Northeast,0,historical
2023-01-03,Frozen Dinners,STORE_021,Southeast,25,historical
2023-01-03,Frozen Dinners,STORE_048,Southwest,402,historical
2023-01-03,Frozen Vegetables,STORE_008,West,0,historical
2023-01-03,Frozen Vegetables,STORE_035,Midwest,0,historical
2023-01-03,Frozen Vegetables,STORE_037,Northeast,406,historical
2023-01-03,Grapes,STORE_024,Southeast,69,historical
2023-01-03,Grapes,STORE_043,Midwest,95,historical
2023-01-03,Ground Beef,STORE_012,Northeast,47,historical
2023-01-03,Ground Beef,STORE_030,Southwest,239,historical
2023-01-03,Ham,STORE_039,Northeast,188,historical
2023-01-03,Hummus,STORE_047,Northeast,211,historical
2023-01-03,Ice Cream,STORE_020,West,411,historical
2023-01-03,Insulin,STORE_013,Northeast,0,historical
2023-01-03,Insulin,STORE_014,Northeast,285,historical
2023-01-03,Insulin,STORE_016,Southeast,376,historical
2023-01-03,Kombucha,STORE_005,Southeast,229,historical
2023-01-03,Kombucha,STORE_016,Southeast,98,historical
2023-01-03,Kombucha,STORE_019,Northeast,269,historical
2023-01-03,Kombucha,STORE_020,West,87,historical
2023-01-03,Kombucha,STORE_031,Midwest,129,historical
2023-01-03,Kombucha,STORE_036,Northeast,354,historical
2023-01-03,Kombucha,STORE_038,Southwest,46,historical
2023-01-03,Kombucha,STORE_049,Northeast,66,historical
2023-01-03,Lamb,STORE_007,Northeast,194,historical
2023-01-03,Lamb,STORE_042,West,365,historical
2023-01-03,Lettuce,STORE_025,Southwest,62,historical
2023-01-03,Lettuce,STORE_041,Midwest,126,historical
2023-01-03,Lobster,STORE_002,Northeast,68,historical
2023-01-03,Lobster,STORE_018,West,301,historical
2023-01-03,Milk,STORE_008,West,47,historical
2023-01-03,Milk,STORE_036,Northeast,0,historical
2023-01-03,Milk,STORE_037,Northeast,119,historical
2023-01-03,Milk Alternatives,STORE_003,Midwest,429,historical
2023-01-03,Milk Alternatives,STORE_017,West,153,historical
2023-01-03,Milk Alternatives,STORE_021,Southeast,16,historical
2023-01-03,Milk Alternatives,STORE_045,Southwest,121,historical
2023-01-03,Muffins,STORE_023,Southwest,243,historical
2023-01-03,Muffins,STORE_026,West,166,historical
2023-01-03,Muffins,STORE_029,Southeast,353,historical
2023-01-03,Muffins,STORE_036,Northeast,452,historical
2023-01-03,Muffins,STORE_041,Midwest,472,historical
2023-01-03,Pastries,STORE_007,Northeast,395,historical
2023-01-03,Pizza,STORE_008,West,376,historical
2023-01-03,Pizza,STORE_013,Northeast,0,historical
2023-01-03,Pizza,STORE_047,Northeast,191,historical
2023-01-03,Pizza,STORE_048,Southwest,288,historical
2023-01-03,Pork,STORE_021,Southeast,418,historical
2023-01-03,Prepared Salads,STORE_024,Southeast,427,historical
2023-01-03,Prepared Salads,STORE_038,Southwest,397,historical
2023-01-03,Probiotics,STORE_024,Southeast,373,historical
2023-01-03,Probiotics,STORE_027,Midwest,363,historical
2023-01-03,Probiotics,STORE_033,Southeast,0,historical
2023-01-03,Salads,STORE_017,West,243,historical
2023-01-03,Salami,STORE_017,West,253,historical
2023-01-03,Sandwiches,STORE_009,Northeast,92,historical
2023-01-03,Sandwiches,STORE_010,West,377,historical
2023-01-03,Sandwiches,STORE_026,West,10,historical
2023-01-03,Sandwiches,STORE_030,Southwest,350,historical
2023-01-03,Sausages,STORE_018,West,283,historical
2023-01-03,Sausages,STORE_037,Northeast,214,historical
2023-01-03,Shrimp,STORE_006,Southeast,249,historical
2023-01-03,Smoothies,STORE_005,Southeast,491,historical
2023-01-03,Smoothies,STORE_014,Northeast,97,historical
2023-01-03,Smoothies,STORE_022,West,337,historical
2023-01-03,Soups,STORE_049,Northeast,128,historical
2023-01-03,Sour Cream,STORE_049,Northeast,395,historical
2023-01-03,Tomatoes,STORE_005,Southeast,337,historical
2023-01-03,Tomatoes,STORE_033,Southeast,58,historical
2023-01-03,Tuna,STORE_017,West,226,historical
2023-01-03,Tuna,STORE_032,Midwest,29,historical
2023-01-03,Tuna,STORE_041,Midwest,119,historical
2023-01-03,Tuna,STORE_043,Midwest,215,historical
2023-01-03,Turkey,STORE_005,Southeast,260,historical
2023-01-03,Turkey,STORE_010,West,483,historical
2023-01-03,Turkey Slices,STORE_021,Southeast,240,historical
2023-01-03,Turkey Slices,STORE_042,West,26,historical
2023-01-03,Vaccines,STORE_009,Northeast,0,historical
2023-01-03,Wraps,STORE_045,Southwest,272,historical
2023-01-03,Yogurt,STORE_011,Southwest,207,historical
2023-01-03,Yogurt,STORE_048,Southwest,83,historical
2023-01-04,Antibiotics,STORE_004,Southeast,0,historical
2023-01-04,Antibiotics,STORE_016,Southeast,0,historical
2023-01-04,Apples,STORE_014,Northeast,90,historical
2023-01-04,Apples,STORE_027,Midwest,94,historical
2023-01-04,Avocados,STORE_005,Southeast,715,historical
2023-01-04,Avocados,STORE_049,Northeast,74,historical
2023-01-04,Bagels,STORE_050,West,176,historical
2023-01-04,Bananas,STORE_002,Northeast,21,historical
2023-01-04,Bananas,STORE_047,Northeast,303,historical
2023-01-04,Beef,STORE_005,Southeast,79,historical
2023-01-04,Beef,STORE_011,Southwest,212,historical
2023-01-04,Beef,STORE_028,Northeast,26,historical
2023-01-04,Beef,STORE_035,Midwest,320,historical
2023-01-04,Biologics,STORE_008,West,127,historical
2023-01-04,Biologics,STORE_017,West,0,historical
2023-01-04,Biologics,STORE_045,Southwest,0,historical
2023-01-04,Bread,STORE_039,Northeast,160,historical
2023-01-04,Bread,STORE_042,West,304,historical
2023-01-04,Butter,STORE_013,Northeast,81,historical
2023-01-04,Butter,STORE_016,Southeast,434,historical
2023-01-04,Butter,STORE_045,Southwest,248,historical
2023-01-04,Cakes,STORE_026,West,127,historical
2023-01-04,Cakes,STORE_043,Midwest,200,historical
2023-01-04,Cakes,STORE_045,Southwest,151,historical
2023-01-04,Cheese,STORE_029,Southeast,481,historical
2023-01-04,Chicken,STORE_039,Northeast,303,historical
2023-01-04,Chicken,STORE_048,Southwest,56,historical
2023-01-04,Cod,STORE_027,Midwest,279,historical
2023-01-04,Cold Brew Coffee,STORE_009,Northeast,18,historical
2023-01-04,Cold Brew Coffee,STORE_049,Northeast,182,historical
2023-01-04,Cottage Cheese,STORE_034,Southeast,193,historical
2023-01-04,Cream,STORE_025,Southwest,26,historical
2023-01-04,Cream,STORE_043,Midwest,52,historical
2023-01-04,Croissants,STORE_015,Southeast,280,historical
2023-01-04,Croissants,STORE_031,Midwest,344,historical
2023-01-04,Donuts,STORE_005,Southeast,203,historical
2023-01-04,Donuts,STORE_020,West,285,historical
2023-01-04,Eye Drops,STORE_008,West,67,historical
2023-01-04,Eye Drops,STORE_040,Midwest,425,historical
2023-01-04,Fresh Juice,STORE_006,Southeast,258,historical
2023-01-04,Fresh Juice,STORE_017,West,21,historical
2023-01-04,Fresh Juice,STORE_041,Midwest,429,historical
2023-01-04,Fresh Juice,STORE_048,Southwest,490,historical
2023-01-04,Fresh Pasta,STORE_012,Northeast,414,historical
2023-01-04,Fresh Pasta,STORE_019,Northeast,179,historical
2023-01-04,Fresh Pasta,STORE_032,Midwest,367,historical
2023-01-04,Fresh Pasta,STORE_034,Southeast,263,historical
2023-01-04,Fresh Pasta,STORE_044,Northeast,98,historical
2023-01-04,Frozen Desserts,STORE_007,Northeast,0,historical
2023-01-04,Frozen Desserts,STORE_009,Northeast,0,historical
2023-01-04,Frozen Desserts,STORE_036,Northeast,0,historical
2023-01-04,Frozen Dinners,STORE_022,West,0,historical
2023-01-04,Frozen Dinners,STORE_027,Midwest,466,historical
2023-01-04,Frozen Dinners,STORE_041,Midwest,224,historical
2023-01-04,Frozen Vegetables,STORE_004,Southeast,0,historical
2023-01-04,Frozen Vegetables,STORE_036,Northeast,395,historical
2023-01-04,Frozen Vegetables,STORE_047,Northeast,0,historical
2023-01-04,Grapes,STORE_011,Southwest,45,historical
2023-01-04,Grapes,STORE_035,Midwest,355,historical
2023-01-04,Ground Beef,STORE_010,West,72,historical
2023-01-04,Ground Beef,STORE_012,Northeast,272,historical
2023-01-04,Ground Beef,STORE_015,Southeast,14,historical
2023-01-04,Ground Beef,STORE_027,Midwest,473,historical
2023-01-04,Ground Beef,STORE_039,Northeast,118,historical
2023-01-04,Ground Beef,STORE_044,Northeast,331,historical
2023-01-04,Ham,STORE_006,Southeast,465,historical
2023-01-04,Ham,STORE_015,Southeast,324,historical
2023-01-04,Ice Cream,STORE_018,West,0,historical
2023-01-04,Insulin,STORE_010,West,149,historical
2023-01-04,Kombucha,STORE_004,Southeast,30,historical
2023-01-04,Kombucha,STORE_013,Northeast,0,historical
2023-01-04,Kombucha,STORE_014,Northeast,113,historical
2023-01-04,Kombucha,STORE_049,Northeast,292,historical
2023-01-04,Lamb,STORE_022,West,97,historical
2023-01-04,Lamb,STORE_038,Southwest,124,historical
2023-01-04,Lamb,STORE_048,Southwest,233,historical
2023-01-04,Lettuce,STORE_018,West,444,historical
2023-01-04,Lobster,STORE_002,Northeast,242,historical
2023-01-04,Lobster,STORE_040,Midwest,146,historical
2023-01-04,Milk,STORE_017,West,352,historical
2023-01-04,Milk,STORE_025,Southwest,164,historical
2023-01-04,Milk Alternatives,STORE_005,Southeast,241,historical
2023-01-04,Milk Alternatives,STORE_008,West,479,historical
2023-01-04,Milk Alternatives,STORE_018,West,223,historical
2023-01-04,Milk Alternatives,STORE_020,West,41,historical
