category,product_name,store_id,discount_pct,predicted_sales,predicted_waste,revenue,profit
Produce,Apples,STORE_023,0.0,5534.0,660.0,24581.60230769231,10101.936153846154
Produce,Apples,STORE_024,0.0,4887.0,848.0,23117.54625,8447.894166666665
Produce,Apples,STORE_025,0.0,5693.0,956.0,22615.96962962963,8227.041111111112
Produce,Apples,STORE_026,0.0,8124.0,1496.0,34902.460540540545,12290.260540540548
Produce,Apples,STORE_027,0.0,7034.0,1137.0,28827.676666666663,10206.87555555555
Produce,Apples,STORE_028,0.0,4879.0,1033.0,21548.291153846156,7389.051153846156
Produce,Apples,STORE_029,0.0,4979.0,916.0,22492.171481481484,8034.138148148153
Produce,Apples,STORE_030,0.0,5421.0,1176.0,27409.93125,8523.27
Produce,Apples,STORE_031,0.0,6700.0,1156.0,29771.928571428572,10998.894285714288
Produce,Apples,STORE_032,0.0,6466.0,1353.0,30268.487058823528,10792.27794117647
Produce,Apples,STORE_033,0.0,7582.0,1241.0,37159.13741935484,13072.347419354839
Produce,Apples,STORE_034,0.0,6031.0,1023.0,31546.437857142857,11387.113571428572
Produce,Apples,STORE_035,0.0,4784.0,1307.0,21653.58,5266.252083333333
Produce,Apples,STORE_036,0.0,7455.0,2071.0,31238.41184210526,9120.543947368416
Produce,Apples,STORE_037,0.0,4686.0,1180.0,21062.632800000003,6796.520800000004
Produce,Apples,STORE_038,0.0,8468.0,1141.0,37005.16,13642.478000000005
Produce,Apples,STORE_039,0.0,6636.0,1228.0,29427.227586206896,10136.022068965516
Produce,Apples,STORE_040,0.0,7611.0,1284.0,37118.424166666664,13292.178333333333
Produce,Apples,STORE_041,0.0,5031.0,1365.0,25095.373333333337,7283.697777777783
Produce,Apples,STORE_042,0.0,8227.0,973.0,36576.27411764705,13324.627058823524
Produce,Apples,STORE_043,0.0,4559.0,962.0,21976.550952380952,7869.0814285714305
Produce,Apples,STORE_044,0.0,4775.0,1074.0,21368.125000000004,6788.163181818185
Produce,Apples,STORE_045,0.0,5596.0,1121.0,25963.287692307687,8129.652692307686
Produce,Apples,STORE_046,0.0,6153.0,1264.0,30062.5325,11266.618333333334
Produce,Apples,STORE_047,0.0,6205.0,1343.0,26863.370689655174,9096.940344827586
Produce,Apples,STORE_048,0.0,6962.0,888.0,30929.708823529418,12244.40000000001
Produce,Apples,STORE_049,0.0,8031.0,2189.0,34108.50236842105,9376.102368421045
Produce,Apples,STORE_050,0.0,7363.0,1041.0,33179.518749999996,13487.896249999996
Produce,Avocados,STORE_001,0.0,6511.0,1466.0,28850.030967741935,9671.779032258062
Produce,Avocados,STORE_002,0.0,7652.0,987.0,32271.034666666666,12038.496666666666
Produce,Avocados,STORE_003,0.0,7494.0,491.0,34359.99,13319.515
Produce,Avocados,STORE_004,0.0,6292.0,1093.0,28274.15066666667,9380.859000000002
Produce,Avocados,STORE_005,0.0,6658.0,1326.0,29789.180645161287,10341.701935483867
Produce,Avocados,STORE_006,0.0,7525.0,1623.0,33368.671875,12602.711875
Produce,Avocados,STORE_007,0.0,6594.0,843.0,29659.357241379308,12041.36068965517
Produce,Avocados,STORE_008,0.0,6210.0,540.0,28985.796000000002,11865.096000000001
Produce,Avocados,STORE_009,0.0,6638.0,1266.0,28843.180645161287,10113.250322580643
Produce,Avocados,STORE_010,0.0,3378.0,1162.0,15204.07090909091,3325.7799999999993
Produce,Avocados,STORE_011,0.0,5562.0,409.0,24101.157272727272,10473.70681818182
Produce,Avocados,STORE_012,0.0,6890.0,1216.0,29199.820000000003,11288.262000000004
Produce,Avocados,STORE_013,0.0,4839.0,942.0,21641.496923076924,8420.794615384615
Produce,Avocados,STORE_014,0.0,7376.0,1074.0,39939.85032258065,16080.866451612907
Produce,Avocados,STORE_015,0.0,6148.0,1099.0,31325.051612903222,11313.980645161288
Produce,Avocados,STORE_016,0.0,3617.0,613.0,16654.024375,6219.143125000001
Produce,Avocados,STORE_017,0.0,7376.0,1356.0,30989.73714285714,10881.188571428567
Produce,Avocados,STORE_018,0.0,6679.0,1605.0,29493.67823529411,8995.651176470585
Produce,Avocados,STORE_019,0.0,7287.0,1501.0,33491.992258064514,12230.701935483869
Produce,Avocados,STORE_020,0.0,5765.0,1145.0,23036.512962962963,7839.63148148148
Produce,Avocados,STORE_021,0.0,8251.0,1179.0,32496.80617647059,11612.129705882351
Produce,Avocados,STORE_022,0.0,9734.0,2357.0,43351.06428571429,13647.507619047623
Produce,Avocados,STORE_023,0.0,5646.0,717.0,29441.87357142857,11086.891071428568
Produce,Avocados,STORE_024,0.0,9160.0,1553.0,39117.36363636364,13476.772045454549
Produce,Avocados,STORE_025,0.0,4702.0,985.0,21349.124347826088,7836.317826086958
Produce,Avocados,STORE_026,0.0,5691.0,842.0,27139.972500000003,10457.490357142862
Produce,Avocados,STORE_027,0.0,6797.0,1095.0,33360.91181818182,12164.913030303032
Produce,Avocados,STORE_028,0.0,5249.0,1032.0,22966.562083333338,7769.159166666672
Produce,Avocados,STORE_029,0.0,5706.0,1259.0,26379.08608695652,10117.325217391302
Produce,Avocados,STORE_030,0.0,5807.0,1343.0,23254.96107142857,7524.961071428568
Produce,Avocados,STORE_031,0.0,8739.0,1348.0,41807.376,15820.381999999994
Produce,Avocados,STORE_032,0.0,6074.0,722.0,29745.245714285717,12005.258571428572
Produce,Avocados,STORE_033,0.0,5617.0,818.0,27730.69692307693,10868.521923076929
Produce,Avocados,STORE_034,0.0,4236.0,1165.0,22583.405217391304,6908.76391304348
Produce,Avocados,STORE_035,0.0,7857.0,1730.0,33032.48210526315,11388.56815789473
Produce,Avocados,STORE_036,0.0,5986.0,877.0,28407.845714285715,10642.480000000001
Produce,Avocados,STORE_037,0.0,6198.0,1414.0,28138.920000000002,9309.087407407409
Produce,Avocados,STORE_038,0.0,5533.0,1375.0,25493.77448275862,8161.840689655171
Produce,Avocados,STORE_039,0.0,5127.0,1367.0,23879.515199999998,6919.784799999997
Produce,Avocados,STORE_040,0.0,6808.0,1160.0,29384.73655172414,10033.486896551727
Produce,Avocados,STORE_041,0.0,5970.0,964.0,25836.32307692308,9077.378461538465
Produce,Avocados,STORE_042,0.0,4907.0,1091.0,18108.71730769231,5810.510384615386
Produce,Avocados,STORE_043,0.0,4946.0,986.0,21971.48090909091,7403.028181818183
Produce,Avocados,STORE_044,0.0,8684.0,1588.0,35862.748999999996,12856.036999999998
Produce,Avocados,STORE_045,0.0,3585.0,573.0,17018.791666666668,6224.161666666669
Produce,Avocados,STORE_046,0.0,5788.0,617.0,28783.241666666665,11604.497916666664
Produce,Avocados,STORE_047,0.0,5754.0,1057.0,26512.05103448276,8671.928275862072
Produce,Avocados,STORE_048,0.0,6188.0,909.0,26525.182068965518,9289.261034482759
Produce,Avocados,STORE_049,0.0,6567.0,1337.0,31994.000322580647,11369.659677419357
Produce,Avocados,STORE_050,0.0,4650.0,1175.0,17407.096153846152,5781.740384615383
Bakery,Bagels,STORE_001,0.0,7688.0,1221.0,70097.7425,24032.644374999993
Bakery,Bagels,STORE_002,0.0,7873.0,1072.0,60591.62387096774,21553.912580645163
Bakery,Bagels,STORE_003,0.0,5372.0,295.0,46042.711304347824,20006.54217391304
Bakery,Bagels,STORE_004,0.0,5232.0,744.0,36817.35652173913,13596.69913043478
Bakery,Bagels,STORE_005,0.0,7723.0,959.0,73176.75655172413,30628.968965517233
Bakery,Bagels,STORE_006,0.0,6034.0,1173.0,45386.454999999994,14646.026071428565
Bakery,Bagels,STORE_007,0.0,8808.0,1257.0,78207.7,28520.15
Bakery,Bagels,STORE_008,0.0,8046.0,1723.0,76723.7676923077,26400.89333333333
Bakery,Bagels,STORE_009,0.0,5947.0,231.0,58441.169,25586.565000000006
Bakery,Bagels,STORE_010,0.0,7957.0,1024.0,76627.85073170731,30647.321219512185
Bakery,Bagels,STORE_011,0.0,3749.0,395.0,32789.468095238095,13774.428095238094
Bakery,Bagels,STORE_012,0.0,6138.0,560.0,52734.86307692307,22212.592307692306
Bakery,Bagels,STORE_013,0.0,6613.0,1354.0,59294.729722222226,19125.558333333345
Bakery,Bagels,STORE_014,0.0,4144.0,671.0,29788.984615384616,10788.253846153848
Bakery,Bagels,STORE_015,0.0,7750.0,1105.0,63100.50000000001,22091.730000000003
Bakery,Bagels,STORE_016,0.0,5732.0,708.0,50587.67354838709,22243.363870967733
Bakery,Bagels,STORE_017,0.0,6489.0,940.0,62082.25961538461,21779.934615384605
Bakery,Bagels,STORE_018,0.0,7178.0,1476.0,63305.73764705883,20649.153529411768
Bakery,Bagels,STORE_019,0.0,3944.0,913.0,35718.835999999996,11817.538999999993
Bakery,Bagels,STORE_020,0.0,5873.0,1343.0,49360.11791666666,15637.344583333332
Bakery,Bagels,STORE_021,0.0,6154.0,954.0,52062.84,17718.507142857143
Bakery,Bagels,STORE_022,0.0,5343.0,739.0,47844.65678571428,18488.146071428568
Bakery,Bagels,STORE_023,0.0,6299.0,728.0,45110.53076923077,17172.800384615384
Bakery,Bagels,STORE_024,0.0,5971.0,1133.0,48603.94,15917.928571428576
Bakery,Bagels,STORE_025,0.0,6463.0,707.0,52794.954399999995,20593.050399999996
Bakery,Bagels,STORE_026,0.0,6316.0,1273.0,58717.74666666666,20972.59033333332
Bakery,Bagels,STORE_027,0.0,5891.0,1087.0,49676.33258064517,16490.31516129033
Bakery,Bagels,STORE_028,0.0,5878.0,834.0,43159.215000000004,18020.377857142863
Bakery,Bagels,STORE_029,0.0,5412.0,1172.0,46152.139354838706,14839.909677419353
Bakery,Bagels,STORE_030,0.0,5431.0,991.0,39146.27344827586,12993.23206896552
Bakery,Bagels,STORE_031,0.0,5998.0,697.0,49199.15037037037,17931.020740740743
Bakery,Bagels,STORE_032,0.0,6025.0,1408.0,56368.73387096775,20148.444193548396
Bakery,Bagels,STORE_033,0.0,7136.0,1304.0,59041.22514285715,20062.893714285718
Bakery,Bagels,STORE_034,0.0,5913.0,842.0,52150.29480000001,19472.30680000001
Bakery,Bagels,STORE_035,0.0,7494.0,1519.0,65263.07032258065,19404.344838709683
Bakery,Bagels,STORE_036,0.0,3591.0,741.0,29643.704999999998,10519.472142857143
Bakery,Bagels,STORE_037,0.0,6642.0,881.0,52642.278000000006,20982.98633333334
Bakery,Bagels,STORE_038,0.0,4625.0,948.0,34232.70833333333,10944.534583333329
Bakery,Bagels,STORE_039,0.0,5396.0,734.0,44818.27666666667,16352.089166666672
Bakery,Bagels,STORE_040,0.0,5603.0,1070.0,46903.70176470588,16070.516470588238
Bakery,Bagels,STORE_041,0.0,6800.0,648.0,56986.61538461538,21118.76615384615
Bakery,Bagels,STORE_042,0.0,4511.0,802.0,37711.96,14857.205
Bakery,Bagels,STORE_043,0.0,7299.0,1208.0,58608.997297297305,19679.125945945954
Bakery,Bagels,STORE_044,0.0,6746.0,875.0,46028.47692307693,15611.893461538473
Bakery,Bagels,STORE_045,0.0,5946.0,1377.0,50923.24285714286,13931.631428571429
Bakery,Bagels,STORE_046,0.0,4948.0,1304.0,44893.715862068966,11702.063448275863
Bakery,Bagels,STORE_047,0.0,9558.0,1120.0,74906.30432432433,27117.92540540541
Bakery,Bagels,STORE_048,0.0,7860.0,680.0,68358.63243243244,26519.556756756756
Bakery,Bagels,STORE_049,0.0,5428.0,936.0,48993.6,19395.466086956523
Bakery,Bagels,STORE_050,0.0,5103.0,473.0,43236.99,17478.525238095237
Produce,Bananas,STORE_001,0.0,7963.0,1201.0,38951.13515151515,14075.040606060604
Produce,Bananas,STORE_002,0.0,4960.0,1049.0,20722.466666666667,6481.136666666666
Produce,Bananas,STORE_003,0.0,6923.0,921.0,30499.66111111111,12401.809999999998
Produce,Bananas,STORE_004,0.0,6389.0,1332.0,29986.44103448276,10356.464137931032
Produce,Bananas,STORE_005,0.0,6658.0,1341.0,27616.135625,9188.439374999998
Produce,Bananas,STORE_006,0.0,7595.0,1648.0,33276.950000000004,10787.41057142858
Produce,Bananas,STORE_007,0.0,6164.0,1162.0,30887.60516129032,10178.657419354837
Produce,Bananas,STORE_008,0.0,6116.0,968.0,27230.878399999998,10549.475199999997
Produce,Bananas,STORE_009,0.0,4708.0,835.0,20651.0,7879.424090909091
Produce,Bananas,STORE_010,0.0,5013.0,627.0,21961.714285714286,8737.257142857141
Produce,Bananas,STORE_011,0.0,6468.0,1045.0,22033.490769230768,7507.394230769229
Produce,Bananas,STORE_012,0.0,6663.0,938.0,27906.865,10095.188333333335
Produce,Bananas,STORE_013,0.0,5182.0,758.0,22228.05263157895,8169.010526315791
Produce,Bananas,STORE_014,0.0,7519.0,750.0,33747.041176470586,14239.497352941175
Produce,Bananas,STORE_015,0.0,4760.0,1313.0,20325.199999999997,5432.335384615381
Produce,Bananas,STORE_016,0.0,7059.0,987.0,27099.942187499997,10183.227187499997
Produce,Bananas,STORE_017,0.0,7911.0,1404.0,30939.921,11443.626
Produce,Bananas,STORE_018,0.0,7148.0,1407.0,31285.11411764706,11983.524411764709
Produce,Bananas,STORE_019,0.0,7195.0,1702.0,31579.08709677419,10665.397096774192
Produce,Bananas,STORE_020,0.0,8077.0,1389.0,38233.58090909092,13171.628787878792
Produce,Bananas,STORE_021,0.0,6288.0,1196.0,28918.905,10026.482499999998
Produce,Bananas,STORE_022,0.0,4750.0,887.0,22801.826923076922,8188.98846153846
Produce,Bananas,STORE_023,0.0,6768.0,1525.0,29603.655,9164.001562499998
Produce,Bananas,STORE_024,0.0,5785.0,966.0,27500.69310344828,10145.967241379314
Produce,Bananas,STORE_025,0.0,4956.0,1093.0,20153.830344827587,6610.327931034484
Produce,Bananas,STORE_026,0.0,5433.0,1063.0,24457.1928,8196.405600000002
Produce,Bananas,STORE_027,0.0,3496.0,616.0,15720.346666666665,6159.946666666664
Produce,Bananas,STORE_028,0.0,5851.0,1297.0,27010.166333333334,8756.557000000003
Produce,Bananas,STORE_029,0.0,5347.0,726.0,27554.87333333333,10593.209259259256
Produce,Bananas,STORE_030,0.0,8382.0,1136.0,38116.04210526316,13296.604736842106
Produce,Bananas,STORE_031,0.0,6864.0,656.0,34697.52,13218.519999999993
Produce,Bananas,STORE_032,0.0,4216.0,717.0,20678.370526315786,7829.203684210522
Produce,Bananas,STORE_033,0.0,6196.0,1404.0,27698.05625,8486.681250000001
Produce,Bananas,STORE_034,0.0,4746.0,816.0,21176.286923076925,6896.921538461539
Produce,Bananas,STORE_035,0.0,6524.0,1276.0,27866.8,9745.728571428572
Produce,Bananas,STORE_036,0.0,7409.0,867.0,36612.808333333334,13762.772333333334
Produce,Bananas,STORE_037,0.0,6714.0,875.0,27592.565294117645,10142.329411764702
Produce,Bananas,STORE_038,0.0,8125.0,1832.0,37406.597222222226,12956.630555555557
Produce,Bananas,STORE_039,0.0,5618.0,968.0,24947.79448275862,8682.645517241379
Produce,Bananas,STORE_040,0.0,6284.0,1551.0,29905.75870967742,9383.113548387097
Produce,Bananas,STORE_041,0.0,7997.0,1649.0,36132.327647058824,12598.924705882353
Produce,Bananas,STORE_042,0.0,3811.0,1197.0,15234.058260869564,4516.938260869563
Produce,Bananas,STORE_043,0.0,7520.0,1036.0,36656.11034482759,14481.318620689663
Produce,Bananas,STORE_044,0.0,7408.0,1629.0,35767.940571428575,11145.988571428574
Produce,Bananas,STORE_045,0.0,5650.0,988.0,24795.966666666667,9063.90666666667
Produce,Bananas,STORE_046,0.0,5591.0,1613.0,22429.893928571426,6532.20964285714
Produce,Bananas,STORE_047,0.0,10238.0,1286.0,44901.3085,17338.7815
Produce,Bananas,STORE_048,0.0,7747.0,1192.0,32801.2821875,12336.559062499997
Produce,Bananas,STORE_049,0.0,3325.0,468.0,14602.291666666666,5062.896666666666
Produce,Bananas,STORE_050,0.0,6607.0,951.0,32033.939393939396,12603.008484848486
Meat,Beef,STORE_001,0.0,5857.0,1029.0,91699.70214285715,31848.06571428572
Meat,Beef,STORE_002,0.0,5838.0,1420.0,91753.22896551724,28713.7448275862
Meat,Beef,STORE_003,0.0,7094.0,1455.0,118590.18303030301,39973.060909090884
Meat,Beef,STORE_004,0.0,4991.0,1311.0,76559.86041666666,26395.940416666665
Meat,Beef,STORE_005,0.0,4682.0,985.0,70189.42266666667,21296.435666666668
Meat,Beef,STORE_006,0.0,8513.0,1786.0,126158.4035,41163.33124999999
Meat,Beef,STORE_007,0.0,8110.0,1099.0,116390.78787878786,43795.9618181818
Meat,Beef,STORE_008,0.0,5148.0,1052.0,77634.07826086957,27524.600000000013
Meat,Beef,STORE_009,0.0,7515.0,1174.0,102584.76,38375.946333333326
Meat,Beef,STORE_010,0.0,5814.0,1455.0,85754.42357142858,26917.060714285715
Meat,Beef,STORE_011,0.0,8065.0,1987.0,121272.396875,41274.18312500001
Meat,Beef,STORE_012,0.0,6962.0,1281.0,113276.71285714285,37823.82357142856
Meat,Beef,STORE_013,0.0,5094.0,1618.0,64906.993333333325,14044.948888888883
Meat,Beef,STORE_014,0.0,7948.0,1444.0,112915.36588235293,35765.61058823528
Meat,Beef,STORE_015,0.0,5718.0,1228.0,83570.61214285715,25214.289285714294
Meat,Beef,STORE_016,0.0,5438.0,1509.0,77549.17575757577,25448.780909090918
Meat,Beef,STORE_017,0.0,6481.0,1645.0,92457.946,33555.28066666666
Meat,Beef,STORE_018,0.0,7267.0,961.0,115173.4005882353,42249.12058823531
Meat,Beef,STORE_019,0.0,4404.0,1496.0,66621.51,16363.34333333333
Meat,Beef,STORE_020,0.0,8379.0,1344.0,139882.75,48297.49166666667
Meat,Beef,STORE_021,0.0,6965.0,1535.0,90867.92272727271,29036.862121212107
Meat,Beef,STORE_022,0.0,6010.0,1017.0,82851.18888888888,27936.485185185174
Meat,Beef,STORE_023,0.0,4794.0,1948.0,79904.4744,18188.20640000001
Meat,Beef,STORE_024,0.0,5507.0,944.0,66927.75107142857,25701.253214285716
Meat,Beef,STORE_025,0.0,6943.0,1473.0,105787.51542857142,31279.46514285713
Meat,Beef,STORE_026,0.0,5014.0,604.0,78324.6968,30713.270400000005
Meat,Beef,STORE_027,0.0,8013.0,1299.0,119927.13685714286,42379.46142857142
Meat,Beef,STORE_028,0.0,8231.0,2189.0,107134.25108108109,33329.67270270271
Meat,Beef,STORE_029,0.0,3157.0,1000.0,50797.70849999999,15980.755
Meat,Beef,STORE_030,0.0,6421.0,857.0,80680.97206896552,30495.397586206906
Meat,Beef,STORE_031,0.0,6885.0,1439.0,111834.60967741934,34265.67032258064
Meat,Beef,STORE_032,0.0,3883.0,759.0,56393.515,22089.134999999995
Meat,Beef,STORE_033,0.0,5491.0,1056.0,76678.52040000001,27154.3936
Meat,Beef,STORE_034,0.0,5293.0,1045.0,80586.90518518518,28955.67925925926
Meat,Beef,STORE_035,0.0,6563.0,962.0,92214.67620689655,30831.4348275862
Meat,Beef,STORE_036,0.0,5019.0,731.0,75914.1675,28805.23892857142
Meat,Beef,STORE_037,0.0,6186.0,941.0,86454.10846153846,32746.681153846148
Meat,Beef,STORE_038,0.0,7462.0,1115.0,106503.09090909091,39230.820909090915
Meat,Beef,STORE_039,0.0,5267.0,1372.0,82311.92357142856,25292.39785714284
Meat,Beef,STORE_040,0.0,5148.0,885.0,83926.8144,29139.934799999995
Meat,Beef,STORE_041,0.0,8597.0,1479.0,132858.038,44382.12142857144
Meat,Beef,STORE_042,0.0,6412.0,1063.0,111406.49625,42068.8634375
Meat,Beef,STORE_043,0.0,4776.0,670.0,62376.73090909091,20957.425454545457
Meat,Beef,STORE_044,0.0,7024.0,1181.0,99014.17931034483,36480.762068965516
Meat,Beef,STORE_045,0.0,5736.0,1804.0,96902.07200000001,24508.01866666667
Meat,Beef,STORE_046,0.0,4782.0,1000.0,75781.65818181817,22713.410909090904
Meat,Beef,STORE_047,0.0,5446.0,897.0,73442.12689655172,28104.98758620689
Meat,Beef,STORE_048,0.0,5738.0,1433.0,77715.47200000001,23525.659200000016
Meat,Beef,STORE_049,0.0,6035.0,1188.0,96682.85535714286,33045.64571428572
Meat,Beef,STORE_050,0.0,6130.0,1593.0,88147.28620689655,26131.596206896553
Produce,Berries,STORE_001,0.0,6910.0,1080.0,32391.148484848483,11878.639393939393
Produce,Berries,STORE_002,0.0,7952.0,1166.0,37294.880000000005,13065.135882352948
Produce,Berries,STORE_003,0.0,4506.0,835.0,22577.313,7395.520499999998
Produce,Berries,STORE_004,0.0,5298.0,467.0,25658.62153846154,10039.906153846156
Produce,Berries,STORE_005,0.0,6857.0,1988.0,25180.189687500002,8308.352187500002
Produce,Berries,STORE_006,0.0,6485.0,861.0,32799.68888888889,11311.27851851852
